序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业
163,688525,佰维存储,7.770719528198242,145.9,162.46,6748398080,68154516489.0,68154516780.8,9.73059368133545,0.0,是,1.8940263986587524,0/0,60日新高,半导体
164,300034,钢研高纳,7.763221740722656,22.21,24.73,1828459536,17027208948.18,17700516425.28,10.842325210571289,0.0,是,1.530187964439392,0/0,60日新高,有色金属
165,301611,珂玛科技,7.760472774505615,120.39,134.06,2132471680,17647089808.32,52490040000.0,12.148415565490723,0.0,是,0.8045228719711304,0/0,60日新高,非金属材
166,000426,兴业银锡,7.741660118103027,50.38,51.44,5013337856,89434851276.32,89456528782.72,5.689298629760742,0.0,是,1.1838065385818481,0/0,60日新高,有色金属
167,603859,能科科技,7.662624359130859,58.59,59.86,2328970208,14336838301.59,14336838301.59,16.31420135498047,0.1538461595773697,是,1.4106004238128662,0/0,60日新高,软件开发
168,300836,佰奥智能,7.659059524536133,62.27,69.41,313822176,3936076549.9900002,5771532934.700001,8.278752326965332,0.0,是,2.8454816341400146,0/0,60日新高,专用设备
169,601212,白银有色,7.633587837219238,7.05,7.21,3445552032,52203660302.549995,52203659520.0,6.707899570465088,0.14204545319080353,是,1.470808982849121,0/0,60日新高,有色金属
170,300078,思创医惠,7.570422649383545,6.11,6.82,2384442208,6802673274.280001,6830199288.64,34.87683868408203,0.0,是,2.9101836681365967,2/1,60日新高,互联网服
171,600633,浙数文化,7.544836521148682,17.39,17.79,3485267440,22051815068.08,22051815207.2,15.974963188171387,0.0,是,3.122464656829834,0/0,60日新高,游戏
172,688246,嘉和美康,7.536764621734619,35.1,39.17,947386720,4829254489.8,4829254489.8,19.147245407104492,0.0,是,1.6764740943908691,0/0,60日新高,医疗服务
173,300499,高澜股份,7.411003112792969,33.19,37.08,1878794832,9007886678.84,10131199706.4,21.388402938842773,0.0,是,1.4231449365615845,0/0,60日新高,专用设备
174,301312,智立方,7.403731346130371,54.11,60.46,407551376,3276510114.15,6557082915.32,12.661826133728027,0.0,是,2.3655319213867188,0/0,60日新高,专用设备
175,920932,科达自控,7.337433815002441,24.43,29.58,353182288,2120845156.78,2573709050.5,16.329879760742188,-0.04091653227806091,是,2.622500419616699,0/0,60日新高,软件开发
176,688663,新风光,7.317072868347168,46.2,51.66,401340080,6531872886.0,6531872886.0,6.1615142822265625,0.0,是,2.6633291244506836,0/0,60日新高,电网设备
177,300363,博腾股份,7.29660701751709,29.41,32.89,1201694160,14671366282.85,15982634396.16,8.338264465332031,0.0,是,2.5683932304382324,0/0,60日新高,化学制药
178,688119,中钢洛耐,7.261146545410156,8.42,9.42,927916992,9472500000.0,9472500000.0,9.465404510498047,0.0,是,1.0897271633148193,0/0,60日新高,非金属材
179,920556,雅达股份,7.2515668869018555,11.98,14.52,269491664,1407635192.72,1932556096.0,19.467466354370117,0.2510460317134857,是,3.0122647285461426,0/0,60日新高,仪器仪表
180,300977,深圳瑞捷,7.234432697296143,23.42,26.21,310033552,2220264783.86,3565149946.34,13.851581573486328,0.0,是,2.691465139389038,0/0,60日新高,工程咨询
181,600825,新华传媒,7.215007305145264,7.43,7.62,727844144,7763516725.5,7763516770.08,9.41763687133789,0.0,是,2.353649377822876,0/0,60日新高,文化传媒
182,603496,恒为科技,7.1826276779174805,38.5,39.51,2712372512,12328055855.5,12328056048.0,22.028587341308594,-0.23322102427482605,是,1.8601502180099487,4/2,60日新高且近期多次涨停,互联网服
183,688327,云从科技-UW,7.147111892700195,17.99,20.15,2211098800,14993604309.599998,18683488018.719997,14.556218147277832,0.0,是,2.017115831375122,0/0,60日新高,软件开发
184,300098,高新兴,7.142857551574707,7.05,7.9,1847024384,10869292570.35,12251365017.6,17.187400817871094,0.0,是,1.8782345056533813,0/0,60日新高,软件开发
185,600226,亨通股份,7.142857551574707,6.0,6.16,1031669392,17846287344.0,17846287392.0,5.885237216949463,0.16694490611553192,是,1.302119255065918,0/0,60日新高,农药兽药
186,002065,东华软件,7.079646110534668,10.89,11.19,4067429392,31667266757.61,34907702987.520004,12.915512084960938,0.09191176295280457,是,3.123459815979004,0/0,60日新高,软件开发
187,002209,达 意 隆,7.07634973526001,17.25,17.72,311345216,2696397921.75,3433251112.5,11.82154369354248,0.0,是,2.7183287143707275,0/0,60日新高,专用设备
188,688518,联赢激光,7.062249660491943,29.41,32.96,645001648,10038371043.95,10038370838.08,6.605244159698486,0.0,是,1.5367910861968994,0/0,60日新高,专用设备
189,688330,宏力达,7.007481098175049,42.91,48.12,291011568,6007399999.999999,6007399999.999999,5.0159430503845215,0.0,是,2.3269636631011963,0/0,60日新高,电网设备
190,600989,宝丰能源,6.962351322174072,20.74,21.33,2376867856,152093886400.0,152093889054.72,1.583575963973999,-0.048192769289016724,是,2.0784661769866943,0/0,60日新高,化学原料
191,688591,泰凌微,6.92771053314209,49.7,55.78,987889456,8371336593.200001,11964953739.2,11.969325065612793,0.0,是,2.079207181930542,0/0,60日新高,半导体
192,600570,恒生电子,6.810580730438232,35.13,36.18,8889744128,66540818762.91,66540818938.560005,13.301238059997559,-0.02845759689807892,是,3.5363576412200928,0/0,60日新高,软件开发
193,001373,翔腾新材,6.79794979095459,39.59,40.78,175236143,1311685269.88,2719313895.92,13.69046401977539,0.0252652857452631,是,1.272402048110962,0/0,60日新高,光学光电
194,688629,华丰科技,6.779164791107178,109.47,123.02,2773685232,19899790155.09,50464885319.04,14.28272533416748,0.0,是,1.3430367708206177,0/0,60日新高,电子元件
195,002945,华林证券,6.765327453613281,20.2,20.81,2662497248,54540000000.0,54540000000.0,4.89790153503418,0.49751242995262146,是,1.1451221704483032,0/0,60日新高,证券
196,300451,创业慧康,6.763284683227539,6.63,7.45,1908592304,10121979695.1,10270696681.44,18.967683792114258,0.0,是,1.6853212118148804,0/0,60日新高,软件开发
197,688041,海光信息,6.762321472167969,251.5,282.68,11428040704,584571029886.5,584571031144.0,1.9633710384368896,0.0,是,1.3940287828445435,0/0,60日新高,半导体
198,300943,春晖智控,6.699751853942871,25.8,29.02,994998384,3465979404.6,5258556000.0,28.34381675720215,0.0,是,1.6143321990966797,0/0,60日新高,通用设备
199,300895,铜牛信息,6.698024272918701,56.71,63.78,899857024,7835748524.34,7984805258.47,11.678778648376465,0.0,是,1.4583592414855957,0/0,60日新高,互联网服
200,301302,华如科技,6.697282791137695,27.88,31.36,694446816,3875041200.0,4345516200.0,17.477947235107422,0.0,是,2.689832925796509,0/0,60日新高,软件开发
201,600714,金瑞矿业,6.646525859832764,14.12,14.56,682732496,4069048974.7599998,4069048960.64,16.745014190673828,0.1418439745903015,是,3.2414519786834717,0/0,60日新高,化学原料
202,301608,博实结,6.632705211639404,104.66,117.78,425214816,4179822119.0,9313693400.0,10.37081527709961,0.0,是,1.6965737342834473,0/0,60日新高,计算机设
203,300376,易事特,6.602475643157959,7.75,8.72,1279953568,18037620482.75,18043863720.0,7.235998630523682,0.0,是,5.105783939361572,0/0,60日新高,电源设备
204,301335,天元宠物,6.522462368011475,32.01,36.06,303497040,1620151067.04,4062158627.9999995,18.979764938354492,0.0,是,3.474229097366333,0/0,60日新高,家用轻工
205,688375,国博电子,6.487132549285889,169.24,190.72,2568465984,100869561676.0,100869560999.04001,2.638249635696411,0.0,是,1.061456561088562,0/0,60日新高,电子元件
206,600301,华锡有色,6.473117828369141,49.51,51.15,663732336,13631869566.31,31318415538.719997,4.8851799964904785,0.20238818228244781,是,0.873499870300293,0/0,60日新高,小金属
207,301023,奕帆传动,6.461538314819336,44.98,50.7,272315824,1880437118.56,3515935916.9999995,14.957738876342773,0.0,是,2.382948637008667,0/0,60日新高,电机
208,002095,生 意 宝,6.456532955169678,20.94,21.64,763149168,5270774210.1,5291956800.0,14.32628059387207,0.0,是,4.136956214904785,0/0,60日新高,互联网服
209,688222,成都先导,6.426666736602783,39.91,45.0,2245535488,15991138799.999998,15991138799.999998,14.24396800994873,0.0,是,1.3697620630264282,0/0,60日新高,医疗服务
210,300939,秋田微,6.399317264556885,37.41,42.19,444832832,4489200000.0,4489200000.0,10.09386920928955,0.0,是,2.5978195667266846,0/0,60日新高,光学光电
211,688091,上海谊众,6.356509685516357,62.41,70.42,570387552,12900374172.4,12900374172.4,4.458219528198242,0.0,是,1.2397397756576538,0/0,60日新高,化学制药
212,688155,先惠技术,6.354883193969727,77.32,87.24,587776720,9776032138.56,9776032138.56,6.091442108154297,0.0,是,1.5462181568145752,0/0,60日新高,电池
213,603626,科森科技,6.313645839691162,20.88,21.6,1503310592,11585887927.199999,11585888052.48,12.942127227783203,-0.09569378197193146,是,1.0233075618743896,0/0,60日新高,消费电子
214,301237,和顺科技,6.307448387145996,67.08,75.72,260454370,4418056500.0,5366400000.0,5.969603538513184,0.0,是,0.9158499240875244,0/0,60日新高,塑料制品
215,002085,万丰奥威,6.257668972015381,17.32,17.93,3666785856,36775513046.4,36775513046.4,9.966768264770508,0.05777007341384888,是,3.4041974544525146,0/0,60日新高,汽车零部
216,301005,超捷股份,6.253963470458984,217.81,245.99,4190705776,28831637336.66,29243390805.91,15.07664680480957,0.0,是,1.0560133457183838,0/0,60日新高,汽车零部
217,300155,安居宝,6.23229455947876,7.5,8.47,283029280,2480450820.0,4209208080.0,11.331303596496582,0.0,是,1.4933505058288574,0/0,60日新高,计算机设
218,000603,盛达资源,6.23052978515625,40.92,42.37,1936557104,27282033410.280003,28233545556.48,7.233309268951416,0.0,是,1.2459356784820557,0/0,60日新高,有色金属
219,601233,桐昆股份,6.170703411102295,18.41,19.07,1171440816,44108483892.13,44271995676.16,2.655961513519287,-0.054288819432258606,是,2.029322862625122,0/0,60日新高,化纤行业
220,002929,润建股份,6.165870666503906,48.9,50.67,1455355552,10296420332.699999,13891663003.199999,14.33459758758545,0.04091653227806091,是,1.062787652015686,0/0,60日新高,通信服务
221,920046,亿能电力,6.142364978790283,18.49,22.64,382029552,1184789036.6299999,1870263499.9999998,33.87178039550781,0.38002169132232666,是,2.98445200920105,0/0,60日新高,电网设备
222,002315,焦点科技,6.10051965713501,61.22,63.47,1962461712,12385740278.42,19421180083.84,15.783995628356934,0.0163371991366148,是,1.5563795566558838,0/0,60日新高,互联网服
223,688358,祥生医疗,6.093552112579346,41.96,47.46,296097744,4698496721.4800005,4704790721.4800005,6.240617752075195,0.0,是,1.763692021369934,0/0,60日新高,医疗器械
224,300766,每日互动,6.088939666748047,46.52,52.62,5822571520,16665791767.76,18363758835.2,34.669681549072266,0.0,是,1.6079814434051514,0/0,60日新高,互联网服
225,600673,东阳光,6.076618194580078,32.12,33.31,3891542320,96410040615.23999,96666908398.71999,4.2068376541137695,0.06230529397726059,是,1.1875832080841064,0/0,60日新高,综合行业
226,300536,农尚环境,6.013362884521484,9.52,10.78,294354496,2791900611.92,2792102978.56,10.476585388183594,0.0,是,1.0609941482543945,0/0,60日新高,工程建设
227,688020,方邦股份,6.0070672035217285,90.0,101.88,469312272,7413570000.0,7413570000.0,6.375943660736084,0.0,是,1.0598797798156738,0/0,60日新高,电子元件
228,603613,国联股份,5.976231098175049,31.21,32.4,1278847568,22487985143.73,22487984987.68,5.7273359298706055,0.0,是,2.3513541221618652,0/0,60日新高,互联网服
229,605288,凯迪股份,5.976022720336914,115.8,120.2,229889527,8129034009.599999,8183934789.599999,2.7909834384918213,0.10373444855213165,是,0.93971186876297,0/0,60日新高,专用设备
230,600776,东方通信,5.968331336975098,26.1,27.09,5757826816,24951601670.4,32781601670.4,23.67103385925293,-0.03829950466752052,是,2.5143678188323975,10/5,60日新高且近期多次涨停,通信设备
231,002364,中恒电气,5.953460216522217,35.06,36.4,2881870576,19567117825.600002,19758587497.600002,15.214229583740234,0.0,是,1.0498501062393188,0/0,60日新高,电源设备
232,300918,南山智尚,5.910041809082031,20.25,22.94,1243541344,10249222146.75,10249222248.0,12.066864013671875,0.0,是,2.280991554260254,0/0,60日新高,纺织服装
233,603325,博隆技术,5.881650924682617,88.75,92.2,339357072,3033759000.0,7100355000.0,11.243897438049316,0.04509074613451958,是,2.9081077575683594,0/0,60日新高,通用设备
234,688521,芯原股份,5.87994384765625,180.97,205.1,5850416896,95164571664.81,95164571483.84,6.225157260894775,0.0,是,1.1557637453079224,0/0,60日新高,半导体
235,300762,上海瀚讯,5.849952697753906,55.73,63.18,8889477632,34996532473.56,34996532696.479996,25.068017959594727,0.0,是,1.1528877019882202,0/0,60日新高,通信设备
236,002410,广联达,5.836298942565918,14.87,15.46,1757698656,23614765644.73,24564412276.32,7.541326522827148,0.0,是,2.0896942615509033,0/0,60日新高,软件开发
237,300682,朗新集团,5.83424186706543,19.41,22.01,2391704976,20032245527.670002,20928557343.84,11.91964340209961,0.0,是,2.6968932151794434,0/0,60日新高,软件开发
238,601168,西部矿业,5.7705841064453125,30.06,31.26,3284263376,71632980000.0,71632980000.0,4.591900825500488,0.03327786922454834,是,1.6881650686264038,0/0,60日新高,有色金属
239,603057,紫燕食品,5.714285850524902,29.6,30.8,360869744,12195200000.0,12240006822.400002,3.0310630798339844,0.37300780415534973,是,0.7728946805000305,0/0,60日新高,食品饮料
240,300672,国科微,5.6511054039001465,129.0,146.52,2902324432,27133558269.0,28006216308.0,10.481019020080566,0.0,是,0.9761993885040283,0/0,60日新高,半导体
241,002757,南兴股份,5.637744903564453,26.42,27.51,2381180016,7451864592.820001,7805945406.400001,32.229652404785156,0.03786444291472435,否,0.9462003111839294,10/5,近期多次涨停,专用设备
242,688378,奥来德,5.599745273590088,33.19,37.72,396943072,7997481351.49,8273578539.829999,5.110446929931641,0.0,是,1.3866277933120728,0/0,60日新高,专用设备
243,300590,移为通信,5.589123725891113,13.98,15.89,635299696,4953986673.54,6429647153.28,12.881424903869629,0.0,是,2.62329363822937,0/0,60日新高,通信设备
244,002378,章源钨业,5.535279750823975,17.35,18.08,1933927872,20735355752.15,20844596470.4,9.361720085144043,-0.11514104902744293,是,1.1579749584197998,0/0,60日新高,小金属
245,688480,赛恩斯,5.53165340423584,68.68,78.1,294652832,6547001973.72,6547001973.72,4.477652549743652,0.0,是,1.0892337560653687,0/0,60日新高,环保行业
246,000411,英特集团,5.513016700744629,13.78,14.37,737458608,4902456733.98,7620397324.799999,15.155098915100098,0.07262164354324341,是,1.9986847639083862,0/0,60日新高,医药商业
247,301535,浙江华远,5.374449729919434,23.92,27.24,351417120,1525955302.5600002,10173035159.04,23.23821258544922,0.0,是,2.01760196685791,0/0,60日新高,汽车零部
248,300253,卫宁健康,5.36480712890625,14.73,16.78,7892913408,26867232985.95,32634739695.36,28.987356185913086,0.0,是,1.7522687911987305,0/0,60日新高,软件开发
249,002342,巨力索具,5.342362880706787,14.0,14.62,4486606080,13365660000.0,13440000000.0,34.21097946166992,-0.9200283288955688,是,2.160813570022583,10/5,60日新高且近期多次涨停,通用设备
250,300674,宇信科技,5.323798179626465,26.51,30.2,2158352256,18636842685.45,18664552554.56,11.53078556060791,0.0,是,2.588763952255249,0/0,60日新高,互联网服
251,300348,长亮科技,5.307443618774414,16.27,18.54,1700201584,11538105032.05,13195591644.16,14.727449417114258,0.0,是,2.267003059387207,0/0,60日新高,软件开发
252,000099,中信海直,5.302674770355225,22.44,23.44,1310277344,17408281874.280003,17408282031.36,7.574647903442383,0.0,是,1.9903099536895752,0/0,60日新高,航空机场
253,301428,世纪恒通,5.298729419708252,38.95,44.39,460473024,2383610179.65,3843066679.65,19.431161880493164,0.0,是,2.501760959625244,0/0,60日新高,互联网服
254,000032,深桑达Ａ,5.29651403427124,23.26,24.3,1794595760,26468931782.84,26468931736.320004,6.793270587921143,0.04301075264811516,是,1.8901091814041138,0/0,60日新高,工程建设
255,688680,海优新材,5.273250102996826,54.9,62.58,400504960,4612911615.9,4612911615.9,8.644721984863281,0.0,是,1.0649358034133911,0/0,60日新高,光伏设备
256,300788,中信出版,5.271721363067627,32.35,36.88,384697312,6151401510.25,6151401510.25,6.265477657318115,0.0,是,2.074089288711548,0/0,60日新高,文化传媒
257,300936,中英科技,5.269889831542969,41.15,46.91,240866076,1952990316.25,3094480000.0,12.608967781066895,0.0,是,2.3696935176849365,0/0,60日新高,电子元件
258,300166,东方国信,5.231037139892578,12.07,13.76,1910599840,10932735173.34,13744661130.08,17.07961082458496,0.0,是,2.4345312118530273,0/0,60日新高,互联网服
259,688027,国盾量子,5.220294952392578,646.0,736.74,4041385424,51921843020.0,66448206646.0,7.826026916503906,0.0,是,1.2675682306289673,0/0,60日新高,通信设备
260,002152,广电运通,5.192878246307373,14.18,14.83,1548748288,35196656050.34,35214369465.28,4.459689617156982,0.07057163119316101,是,2.3947231769561768,0/0,60日新高,计算机设
261,600571,信雅达,5.186480522155762,18.05,18.88,1260835168,8262418239.150001,8417045387.200001,15.12257194519043,0.16648168861865997,是,2.8596906661987305,0/0,60日新高,互联网服
262,688776,国光电气,5.184331893920898,136.95,156.24,1451967808,14843109232.05,14843109232.05,9.621664047241211,0.0,是,1.2122061252593994,0/0,60日新高,电子元件
263,600797,浙大网新,5.153707027435303,11.63,12.17,2377473280,11950131683.1,11950131659.84,20.02655601501465,0.08605851978063583,是,2.176584005355835,0/0,60日新高,互联网服
264,002605,姚记科技,5.121865272521973,29.76,31.14,1780310944,10036288350.720001,12430191083.52,17.466854095458984,0.0,是,2.251462459564209,0/0,60日新高,游戏
265,920522,纳科诺尔,5.101156234741211,72.73,89.96,529150624,9457624465.800001,11400479865.6,5.720512390136719,0.0,是,1.4253273010253906,0/0,60日新高,专用设备
266,300604,长川科技,5.081019401550293,129.05,147.37,5324948480,63169643986.75001,81869656562.40001,8.455354690551758,0.0,是,0.9790492653846741,0/0,60日新高,半导体
267,002803,吉宏股份,5.066666603088379,19.7,20.63,664186304,5688772703.599999,8872984331.199999,11.647316932678223,-0.05073566734790802,是,1.837595820426941,0/0,60日新高,文化传媒
268,002643,万润股份,5.038265228271484,16.47,17.25,1081490960,14976098037.9,15201138551.039999,7.320812702178955,0.06075334548950195,是,1.297595500946045,0/0,60日新高,电子化学
269,600367,红星发展,5.013192653656006,19.9,20.85,1350277472,6407266321.799999,6788504830.4,21.229873657226562,0.0,是,1.9613138437271118,0/0,60日新高,化学原料
270,920116,星图测控,4.998202323913574,146.0,180.76,2093768576,5924793880.0,23327150000.0,36.34088897705078,0.2747252881526947,是,1.53715980052948,0/0,60日新高,航天航空
271,300342,天银机电,4.9952874183654785,55.7,63.66,6237805056,23327096669.100002,23674456184.0,26.834943771362305,0.0,是,1.0089099407196045,0/0,60日新高,家电行业
272,688118,普元信息,4.9830121994018555,37.08,42.38,694681104,3460183718.04,3460183718.04,19.846647262573242,0.0,是,1.9028708934783936,0/0,60日新高,软件开发
273,300738,奥飞数据,4.959033966064453,24.34,27.83,3712450560,23972466511.14,23979256665.28,15.629464149475098,0.0,是,1.2484358549118042,0/0,60日新高,互联网服
274,600845,宝信软件,4.915966510772705,24.97,26.18,2490118576,53287332200.409996,71683346636.0,4.614173412322998,0.04006410390138626,是,1.6446712017059326,0/0,60日新高,互联网服
275,002649,博彦科技,4.907161712646484,15.82,16.59,1406366704,8677956113.4,9260150432.960001,16.38739013671875,0.0,是,2.014431953430176,0/0,60日新高,互联网服
276,300246,宝莱特,4.889228343963623,13.73,15.71,880329712,2900949736.51,3632700329.09,30.067771911621094,0.0,是,2.216606616973877,2/1,60日新高,医疗器械
277,301348,蓝箭电子,4.862842559814453,25.23,28.87,1160134832,3914161259.1,6055200000.0,29.50733757019043,0.0,是,2.427180051803589,0/0,60日新高,半导体
278,603712,七一二,4.802134037017822,23.57,24.74,1560196496,18196040000.0,18196040000.0,8.62120532989502,-0.12711864709854126,是,1.6315741539001465,0/0,60日新高,通信设备
279,601949,中国出版,4.794520378112793,7.65,8.03,529557488,14565355613.1,14565355567.2,3.6695990562438965,0.7905138731002808,是,2.1293182373046875,0/0,60日新高,文化传媒
280,002206,海 利 得,4.783258438110352,7.01,7.36,590696000,5979646968.86,8147072584.16,10.04206657409668,-0.14245013892650604,是,2.2169830799102783,0/0,60日新高,化纤行业
281,603602,纵横通信,4.776299953460693,17.33,18.19,863990208,4004226371.0199995,4004226371.0199995,21.6729793548584,0.0,是,2.8206634521484375,0/0,60日新高,通信服务
282,600879,航天电子,4.753520965576172,29.75,31.24,22076063232,98154155186.5,98154155008.0,22.664567947387695,0.0,否,1.369715929031372,9/5,近期多次涨停,航天航空
283,600759,洲际油气,4.748603343963623,3.75,3.94,2904417024,15538821675.0,15558784800.0,18.755184173583984,-0.26595744490623474,是,1.159653663635254,0/0,60日新高,石油行业
284,300075,数字政通,4.690318584442139,17.41,19.96,1110762592,8973783867.16,10813876085.6,12.404516220092773,0.0,是,2.811455011367798,0/0,60日新高,软件开发
285,603061,金海通,4.646295547485352,200.0,210.23,514819792,8365266800.0,12000000000.0,6.228779315948486,0.06003602221608162,是,0.6333810687065125,0/0,60日新高,半导体
286,300084,海默科技,4.6421661376953125,10.82,12.41,507979792,3744819723.1600003,5500778761.28,13.669957160949707,0.0,是,2.043682098388672,0/0,60日新高,采掘行业
287,301016,雷尔伟,4.615384578704834,26.52,30.42,467738400,5493622190.16,5791968000.0,8.765616416931152,0.0,是,1.2930011749267578,0/0,60日新高,交运设备
288,688230,芯导科技,4.600864887237549,79.8,91.55,282926096,9384480000.0,9384480000.0,3.009430170059204,0.0,是,1.7315046787261963,0/0,60日新高,半导体
289,300377,赢时胜,4.5856122970581055,24.86,28.52,4628097280,17178119715.02,18669936767.68,26.398082733154297,0.0,是,1.6707212924957275,0/0,60日新高,软件开发
290,603308,应流股份,4.569339752197266,45.77,48.15,1300567648,31079497904.570004,31079498224.960003,4.20207405090332,0.0,是,1.1334973573684692,0/0,60日新高,通用设备
291,300666,江丰电子,4.5620436668396,120.33,138.1,2460223184,26611835407.29,31926037785.39,9.328880310058594,0.0,是,1.1708073616027832,0/0,60日新高,半导体
292,688135,利扬芯片,4.561630725860596,32.32,37.09,556748816,6575608490.56,6575608490.56,8.465570449829102,0.0,是,1.198744535446167,0/0,60日新高,半导体
293,603615,茶花股份,4.52905797958374,26.08,27.45,309131904,6306665600.0,6306665600.0,4.8418965339660645,-0.0383288636803627,是,2.9903547763824463,0/0,60日新高,塑料制品
294,600362,江西铜业,4.5271806716918945,59.8,62.93,5788633088,124099794819.0,207071218598.4,4.679748058319092,0.0,是,1.3421088457107544,0/0,60日新高,有色金属
295,688590,新致软件,4.509059906005859,24.8,28.48,1095029264,6519859289.6,6519859289.6,16.26502799987793,0.0,是,2.0660266876220703,0/0,60日新高,软件开发
296,603039,泛微网络,4.506828784942627,68.87,72.49,791702880,17947733637.510002,17947733637.510002,4.362298011779785,-1.034631371498108,是,1.4283889532089233,0/0,60日新高,软件开发
297,603090,宏盛股份,4.49213171005249,73.04,76.89,600901776,7304000000.000001,7304000000.000001,8.2746000289917,-0.4904631972312927,是,1.1626771688461304,0/0,60日新高,通用设备
298,688600,皖仪科技,4.49164342880249,30.01,34.46,189707169,4042601784.9,4042601784.9,4.699488639831543,0.0,是,1.6788884401321411,0/0,60日新高,仪器仪表
299,300624,万兴科技,4.481019973754883,109.82,126.13,5522138880,18804831781.12,21232195101.68,28.56792449951172,0.0,是,1.602124810218811,0/0,60日新高,软件开发
300,300525,博思软件,4.4678053855896,15.9,18.26,1440434832,9891118555.2,12059410204.800001,14.675559043884277,0.0,是,1.8885494470596313,0/0,60日新高,软件开发
301,600237,铜峰电子,4.465212821960449,10.06,10.59,979464176,6254062119.3,6344883849.6,15.873221397399902,0.0,是,1.4799591302871704,0/0,60日新高,电子元件
302,301628,强达电路,4.459545612335205,98.38,113.02,474369968,3209529444.0,7415471204.0,15.141270637512207,0.0,是,1.8610392808914185,0/0,60日新高,电子元件
303,688088,虹软科技,4.436921119689941,58.61,67.34,1701260384,23512597144.0,23512597144.0,7.143671035766602,0.0,是,1.938913345336914,0/0,60日新高,互联网服
304,300364,中文在线,4.430037498474121,38.66,44.42,9629518336,25531503680.179996,28163814329.92,36.94135665893555,0.0,是,1.8050538301467896,0/0,60日新高,文化传媒
305,920374,云里物里,4.428312301635742,28.77,35.81,122307495,981446862.27,2345272860.0,12.486346244812012,-0.17349062860012054,是,2.355109691619873,0/0,60日新高,电子元件
306,002426,胜利精密,4.4270830154418945,4.01,4.22,1680907648,13644425562.91,13644529939.199999,12.21435832977295,0.0,是,2.2742724418640137,0/0,60日新高,通用设备
307,000997,新 大 陆,4.42538595199585,30.44,32.07,1572780064,30666454757.64,30838700684.800003,5.076855659484863,0.06574622541666031,是,2.5275886058807373,0/0,60日新高,互联网服
308,300130,新国都,4.409722328186035,30.07,34.56,1914144544,13054959901.56,17058684538.4,14.619260787963867,0.0,是,1.9641788005828857,0/0,60日新高,计算机设
309,688692,达梦数据,4.400662422180176,315.29,362.4,1087001856,23059254378.5,35703439600.0,4.65410852432251,0.0,是,1.6303232908248901,0/0,60日新高,软件开发
310,688768,容知日新,4.349537372589111,53.02,60.97,324265920,4626713367.9800005,4665161563.26,6.879364013671875,0.0,是,2.2915005683898926,0/0,60日新高,仪器仪表
311,301393,昊帆生物,4.346244812011719,57.38,65.99,271828608,2415971989.5,6197040000.0,11.384376525878906,0.0,是,3.558084487915039,0/0,60日新高,生物制品
312,002380,科远智慧,4.340784072875977,32.21,33.96,631056672,4565828376.900001,7730131014.29,13.758758544921875,0.34267911314964294,是,1.4936041831970215,0/0,60日新高,互联网服
313,600100,同方股份,4.329461574554443,9.88,10.42,1810766992,33100941404.440002,33100941394.56,5.486639022827148,0.0,是,1.7334496974945068,0/0,60日新高,计算机设
314,300770,新媒股份,4.312026023864746,48.14,55.38,754805632,10968149770.74,10968149770.74,6.915628910064697,0.0,是,2.254744291305542,0/0,60日新高,文化传媒
315,603619,中曼石油,4.304897308349609,26.41,27.85,853240816,12210358755.01,12210358834.24,7.019009590148926,0.0,是,1.861029028892517,0/0,60日新高,采掘行业
316,688115,思林杰,4.303646087646484,69.8,80.3,134791382,4653566000.0,4653566000.0,2.881685972213745,0.0,是,1.806829571723938,0/0,60日新高,仪器仪表
317,300592,华凯易佰,4.296875,13.35,15.36,520556736,4657601052.9,5398225651.2,11.164180755615234,0.0,是,1.419080138206482,0/0,60日新高,互联网服
318,688676,金盘科技,4.292630195617676,96.94,111.54,3655239008,44571496246.159996,44571496633.92,8.26575756072998,0.0,是,1.6200217008590698,0/0,60日新高,电网设备
319,600861,北京人力,4.28494930267334,19.47,20.54,305581632,7137212290.559999,11022214658.4,4.27557897567749,-0.10261672735214233,是,3.8618271350860596,0/0,60日新高,专业服务
320,300707,威唐工业,4.271503925323486,17.82,20.51,534294560,2553336579.42,3145960370.52,20.596797943115234,0.0,是,1.8753231763839722,0/0,60日新高,汽车零部
321,603028,赛福天,4.266388893127441,10.02,10.57,421055808,2847583800.0,2876140800.0,15.114189147949219,0.09990009665489197,是,1.1716216802597046,0/0,60日新高,通用设备
322,301185,鸥玛软件,4.2602996826171875,22.27,25.63,476318336,3114912984.0099998,3416609952.0,15.208968162536621,0.0,是,2.3805906772613525,0/0,60日新高,软件开发
323,002396,星网锐捷,4.2392377853393555,31.72,33.47,1051143008,18501650418.16,18578248698.88,5.704486846923828,0.0,是,1.1226354837417603,0/0,60日新高,通信设备
324,600531,豫光金铅,4.234769344329834,14.03,14.81,2052328928,16965955652.939999,16965955737.119999,12.147073745727539,0.0,是,1.394029140472412,0/0,60日新高,有色金属
325,301556,托普云农,4.230473518371582,149.06,171.61,1494034688,4394288800.0,12711836800.0,33.755367279052734,0.0,是,1.4566904306411743,0/0,60日新高,软件开发
326,301085,亚康股份,4.228769779205322,60.14,69.24,342311696,3542952163.88,5218689094.5,9.692397117614746,0.0,是,1.4452451467514038,0/0,60日新高,互联网服
