序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业
13,301043,绿岛风,20.0,76.74,76.74,384789728,4354822335.0,5218320000.0,9.048105239868164,0.0,是,1.8963390588760376,1/1,60日新高,专用设备
14,301117,佳缘科技,20.0,84.48,84.48,2592487344,6711926453.76,10912165017.6,40.991519927978516,0.0,是,1.4056321382522583,1/1,60日新高,软件开发
15,301396,宏景科技,20.0,87.06,87.06,2594171616,6623618302.440001,13365237641.82,41.64231491088867,0.0,是,2.3916068077087402,1/1,60日新高,互联网服
16,301408,华人健康,20.0,29.76,29.76,2206567632,4439337977.280001,11904297600.0,54.39481735229492,0.0,是,1.4834132194519043,1/1,60日新高,医药商业
17,688365,光云科技,20.0,34.2,34.2,917526496,14563204192.800001,14563204329.6,6.498756408691406,0.0,是,0.6565115451812744,3/2,60日新高且近期多次涨停,互联网服
18,688479,友车科技,20.0,25.02,25.02,307171344,1559181348.0,3610821348.0,20.60727882385254,0.0,是,7.29622220993042,1/1,60日新高,软件开发
19,300785,值得买,19.99713897705078,83.89,83.89,3550796176,10262623168.65,16681966335.27,35.70804977416992,0.0,是,1.2296433448791504,3/2,60日新高且近期多次涨停,互联网服
20,301275,汉朔科技,19.99665069580078,71.65,71.65,826338544,2421196800.0,30264960000.000004,36.3663215637207,0.0,是,2.4535133838653564,1/1,60日新高,通信设备
21,688080,映翰通,19.99652862548828,69.13,69.13,761037712,5091848405.16,5091848405.16,15.634613990783691,0.0,是,2.447720527648926,1/1,60日新高,通信设备
22,301333,诺思格,19.24686050415039,91.2,91.78,1100724720,5213925340.8,8808210547.2,22.616458892822266,0.0,是,4.229775905609131,2/1,60日新高,医疗服务
23,300047,天源迪科,18.607954025268555,16.7,16.9,2785873040,9128917074.699999,10650336022.4,32.3511962890625,0.0,是,3.742398738861084,0/0,60日新高,软件开发
24,300578,会畅科技,17.020511627197266,32.52,33.35,1827466288,6445988059.8,6447731944.8,30.210453033447266,0.0,是,1.5438637733459473,0/0,60日新高,通信服务
25,300964,本川智能,16.869565963745117,67.2,69.0,874622880,3758619244.8,5194444684.8,24.620149612426758,0.0,是,2.1116442680358887,0/0,60日新高,电子元件
26,688488,艾迪药业,16.715715408325195,19.83,20.39,462338240,8344123082.639999,8344123241.28,5.761429309844971,0.0,是,2.6782989501953125,0/0,60日新高,生物制品
27,688085,三友医疗,16.631797790527344,22.3,22.94,396549792,6997376621.5,7436213660.8,6.047952175140381,0.0,是,4.478125095367432,0/0,60日新高,医疗器械
28,301171,易点天下,16.154834747314453,81.32,84.01,11588733184,30973889495.319996,38373761713.28,38.96689987182617,0.0,是,1.3889045715332031,4/2,60日新高且近期多次涨停,互联网服
29,301230,泓博医药,16.101696014404297,65.76,67.97,2355982416,8260496980.8,9179215144.800001,31.328744888305664,0.0,是,2.3654613494873047,4/2,60日新高且近期多次涨停,生物制品
30,300816,艾可蓝,16.04347801208496,80.07,82.8,1481110896,4537452479.969999,6405599999.999999,32.89250564575195,0.0,是,4.113908767700195,0/0,60日新高,汽车零部
31,688419,耐科装备,15.896980285644531,39.15,40.54,422580320,2329798608.45,4484697841.349999,18.39238929748535,0.0,是,1.6264365911483765,0/0,60日新高,专用设备
32,300229,拓尔思,15.22387981414795,30.88,32.16,7264574464,26959173595.04,26977414256.64,29.199710845947266,0.0,是,2.1882998943328857,0/0,60日新高,软件开发
33,300622,博士眼镜,14.933662414550781,37.25,38.89,2458600480,5802529461.75,8487567460.0,42.664207458496094,0.0,是,3.8641700744628906,0/0,60日新高,商业百货
34,301257,普蕊斯,14.700996398925781,82.86,86.69,870004416,6240924799.74,6546335242.2,14.521172523498535,0.0,是,5.29664421081543,2/1,60日新高,医疗服务
35,920088,科力股份,14.55713176727295,42.81,48.58,510096672,1360557367.38,3770340915.0,39.363033294677734,-0.02335357293486595,是,1.6526731252670288,0/0,60日新高,采掘行业
36,300226,上海钢联,14.556296348571777,32.66,34.21,2051789040,10005575986.24,10409441707.839998,21.327102661132812,0.0,是,3.0573511123657227,0/0,60日新高,互联网服
37,688603,天承科技,14.283965110778809,93.37,98.04,635289696,4427755445.59,11645528805.880001,15.236573219299316,0.0,是,1.556002140045166,0/0,60日新高,电子化学
38,688356,键凯科技,14.246713638305664,112.99,118.68,652059616,6852922593.0,6852922593.0,9.509836196899414,0.0,是,2.069019079208374,0/0,60日新高,化学制药
39,688568,中科星图,13.922849655151367,95.98,101.1,6487500544,77559413973.76001,77559413973.76001,8.801262855529785,0.0,是,1.4429277181625366,0/0,60日新高,互联网服
40,920790,联迪信息,13.48088550567627,45.12,51.68,424634752,2452224984.96,3562991942.3999996,17.471744537353516,-0.02215820923447609,是,2.8872873783111572,0/0,60日新高,软件开发
41,300634,彩讯股份,13.442726135253906,35.95,38.03,3223309120,15622917325.000002,16221031711.2,21.59398651123047,0.0,是,1.9378725290298462,0/0,60日新高,互联网服
42,688277,天智航-U,13.254652976989746,24.95,26.44,1446717312,11377001248.3,11377001198.4,13.287924766540527,0.0,是,2.595031499862671,0/0,60日新高,医疗器械
43,688368,晶丰明源,13.179572105407715,137.4,145.68,618411248,12158592089.4,12158592089.4,5.329687595367432,0.0,是,1.9678970575332642,0/0,60日新高,半导体
44,920394,民士达,13.165155410766602,57.42,65.96,459144336,8335822865.04,8397675000.0,5.905833721160889,-0.1217603087425232,是,1.7555509805679321,0/0,60日新高,造纸印刷
45,688719,爱科赛博,12.810405731201172,57.24,60.89,616709472,5135704337.52,6604661326.320001,12.443695068359375,0.0,是,1.51578950881958,0/0,60日新高,电源设备
46,301198,喜悦智行,12.773722648620605,15.45,16.44,294478608,2403314862.0,2611050000.0,12.62930965423584,0.0,是,3.7142558097839355,0/0,60日新高,塑料制品
47,300442,润泽科技,12.59930419921875,90.71,96.67,10986925312,147709806537.81,148251305053.28,7.809754848480225,0.0,是,1.261514663696289,0/0,60日新高,互联网服
48,300164,通源石油,12.534819602966309,8.08,8.62,1924777264,4712343086.24,4754745681.92,43.07941818237305,0.0,是,1.4818872213363647,0/0,60日新高,采掘行业
49,688631,莱斯信息,12.431827545166016,80.4,85.81,654047744,5215548000.0,13142988000.0,12.948371887207031,0.0,是,1.9429385662078857,0/0,60日新高,软件开发
50,920190,雷神科技,12.0954008102417,32.9,38.15,500973456,3271676377.9,3290000032.9,15.369277000427246,-0.21231423318386078,是,2.5305280685424805,0/0,60日新高,消费电子
51,300212,易华录,11.95757007598877,23.22,24.89,2123850480,16219442231.279999,16715901899.519999,13.448447227478027,0.0,是,2.605959892272949,0/0,60日新高,互联网服
52,688679,通源环境,11.94444465637207,40.3,43.2,481488608,5307093902.5,5307093902.5,9.759675979614258,0.0,是,1.684920310974121,0/0,60日新高,环保行业
53,300987,川网传媒,11.924686431884766,26.75,28.68,1231056272,4637594000.0,4637594000.0,28.362335205078125,0.0,是,2.6068947315216064,0/0,60日新高,文化传媒
54,300842,帝科股份,11.812005996704102,80.65,86.56,2595897472,10455662786.0,11716811272.95,25.603057861328125,0.0,是,3.025848150253296,2/1,60日新高,光伏设备
55,688630,芯碁微装,11.632181167602539,164.01,176.3,1627126608,21606794831.16,21606794831.16,7.846583843231201,0.0,是,1.851990818977356,0/0,60日新高,专用设备
56,300063,天龙集团,11.58770751953125,17.43,18.74,6498942976,10920843941.49,13221128259.36,61.30250549316406,0.0,是,2.0174436569213867,4/3,60日新高且近期多次涨停,文化传媒
57,301468,博盈特焊,11.438596725463867,63.52,68.4,1194408000,4764165533.12,8264833467.04,25.574586868286133,0.0,是,1.7035311460494995,0/0,60日新高,专用设备
58,688592,司南导航,11.322708129882812,53.78,57.97,444036848,2071700951.94,4327171820.92,22.23307228088379,0.0,是,1.249599575996399,0/0,60日新高,计算机设
59,688787,海天瑞声,11.295599937438965,183.66,198.02,1977435600,11079322558.8,11079322558.8,18.067615509033203,0.0,是,1.8890628814697266,0/0,60日新高,互联网服
60,688265,南模生物,11.245954513549805,55.0,59.33,258204334,4287993215.0,4287993215.0,6.24812126159668,0.0,是,2.431816816329956,0/0,60日新高,生物制品
61,301093,华兰股份,11.128851890563965,69.6,75.16,1126988256,10922605773.599998,11428433030.4,10.788986206054688,0.0,是,2.1897213459014893,0/0,60日新高,医疗器械
62,688031,星环科技-U,11.03633975982666,214.5,231.82,2926238896,20157110688.0,25983653982.0,14.64543628692627,0.0,是,0.9729433655738831,0/0,60日新高,软件开发
63,300210,森远股份,10.57312297821045,11.19,12.14,715549648,5413229058.12,5418421262.88,13.537867546081543,0.0,是,2.9011518955230713,0/0,60日新高,环保行业
64,300248,新开普,10.570236206054688,15.9,17.26,1251591392,6504898433.1,7573939560.0,19.87723159790039,0.0,是,2.241976499557495,0/0,60日新高,互联网服
65,688047,龙芯中科,10.485502243041992,163.85,177.96,3203465472,65703850000.0,65703850000.0,4.906400680541992,0.0,是,2.487184524536133,0/0,60日新高,半导体
66,301017,漱玉平民,10.396294593811035,21.45,23.32,1155225840,5220087272.4,8694987444.0,24.5429630279541,0.0,是,1.6762839555740356,0/0,60日新高,医药商业
67,301377,鼎泰高科,10.293916702270508,161.36,175.56,1423426704,11460432640.000002,66157600000.00001,12.707929611206055,0.0,是,1.1288164854049683,0/0,60日新高,通用设备
68,002004,华邦健康,10.1010103225708,5.45,5.45,917301440,10254825888.050001,10790559552.800001,9.160895347595215,0.0,是,5.631828308105469,1/1,60日新高,化学制药
69,000981,山子高科,10.097086906433105,5.67,5.67,12848478720,53940729047.31,56685660433.92,24.13983726501465,0.0,是,1.2443300485610962,3/2,60日新高且近期多次涨停,汽车零部
70,601216,君正集团,10.097086906433105,5.67,5.67,3316634608,47843558601.3,47843557977.6,7.043152332305908,0.0,是,3.6430535316467285,1/1,60日新高,化学原料
71,000875,吉电股份,10.081300735473633,6.77,6.77,1973908624,22628080949.59,24556622124.48,8.785848617553711,0.0,是,3.680572986602783,1/1,60日新高,电力行业
72,002427,尤夫股份,10.060060501098633,7.33,7.33,248844606,7217891212.38,7223222306.72,3.496206283569336,0.0,是,1.3959264755249023,1/1,60日新高,化纤行业
73,300597,吉大通信,10.059171676635742,11.16,12.17,614612480,3028514176.08,3041881557.12,20.49749183654785,0.0,是,3.810469150543213,0/0,60日新高,通信服务
74,000078,海王生物,10.049019813537598,4.49,4.49,3014638400,11792720709.62,11813743455.36,26.927356719970703,0.0,否,3.6119325160980225,2/2,近期多次涨停,医药商业
75,002429,兆驰股份,10.045661926269531,9.64,9.64,3549847136,43614570293.520004,43639708078.08,8.198195457458496,0.0,是,2.1243503093719482,1/1,60日新高,家电行业
76,605136,丽人丽妆,10.041494369506836,13.26,13.26,360103568,5310079710.0,5310079656.96,6.944033145904541,0.0,是,0.9094111919403076,1/1,60日新高,商业百货
77,002400,省广集团,10.039840698242188,13.81,13.81,5583219456,23838333374.58,24075485848.16,24.50847625732422,0.0,是,1.3217629194259644,4/4,60日新高且近期多次涨停,文化传媒
78,600986,浙文互联,10.035523414611816,12.39,12.39,2505153552,18428564628.18,18428564652.96,13.74895191192627,0.0,是,1.2313791513442993,4/3,60日新高且近期多次涨停,文化传媒
79,600662,外服控股,10.035211563110352,6.25,6.25,458587424,14227944450.0,14271608600.0,3.333970069885254,0.0,是,4.135687351226807,2/2,60日新高且近期多次涨停,专业服务
80,002969,嘉美包装,10.02849006652832,19.31,19.31,1104018992,19290706259.02,19409110351.52,5.788278579711914,0.0,是,0.4300425350666046,19/14,60日新高且近期多次涨停,包装材料
81,600076,康欣新材,10.027100563049316,4.06,4.06,174900491,5458846070.0199995,5458846041.599999,3.260971784591675,0.0,是,0.8656050562858582,1/1,60日新高,装修建材
82,603918,金桥信息,10.024813652038574,22.17,22.17,2055820784,8094433851.420001,8100958438.080001,25.78200912475586,0.0,是,1.8854994773864746,1/1,60日新高,互联网服
83,600556,天下秀,10.023585319519043,9.33,9.33,4202613552,16866285499.86,16866285555.84,25.602636337280273,0.0,否,1.5228180885314941,8/4,近期多次涨停,文化传媒
84,603687,大胜达,10.019268035888672,11.42,11.42,428749136,6281363886.88,6281363978.24,7.139254570007324,0.0,是,1.485588788986206,1/1,60日新高,包装材料
85,002879,长缆科技,10.015897750854492,20.76,20.76,300786144,2862471943.8,4008914606.4,10.507919311523438,0.0,是,1.2771714925765991,1/1,60日新高,电网设备
86,002194,武汉凡谷,10.014513969421387,15.16,15.16,2232406560,7745149629.0,10358612849.28,29.4583797454834,0.0,是,2.881848096847534,1/1,60日新高,通信设备
87,002574,明牌珠宝,10.01430606842041,7.69,7.69,653356608,4060320000.0,4060320000.0,17.097686767578125,0.0,是,3.9757843017578125,3/3,60日新高且近期多次涨停,珠宝首饰
88,605287,德才股份,10.0130033493042,33.84,33.84,284512160,4737600000.000001,4737600000.000001,6.228392124176025,0.0,是,1.5056300163269043,1/1,60日新高,装修装饰
89,600588,用友网络,10.011573791503906,19.01,19.01,6447853824,64957120745.090004,64957120726.08,10.162263870239258,0.0,是,2.1314585208892822,3/2,60日新高且近期多次涨停,软件开发
90,002112,三变科技,10.011442184448242,19.23,19.23,235220418,5039789746.5,5656144514.400001,4.667266368865967,0.0,是,0.18172317743301392,6/3,60日新高且近期多次涨停,电网设备
91,601116,三江购物,10.010537147521973,20.88,20.88,129016747,11435524992.0,11435524992.0,1.1282100677490234,0.0,是,0.15699678659439087,3/3,60日新高且近期多次涨停,商业百货
92,605222,起帆电缆,10.01026725769043,21.43,21.43,561365280,8848476337.67,8848476487.68,6.447632789611816,0.0,是,2.7650256156921387,1/1,60日新高,电网设备
93,600589,大位科技,10.010110855102539,10.88,10.88,4044430384,16085752403.2,16153208381.44,26.24180793762207,0.0,否,0.9186064004898071,4/2,近期多次涨停,互联网服
94,600410,华胜天成,10.009910583496094,22.2,22.2,7313344768,24342181962.6,24342182073.6,31.182086944580078,0.0,否,1.3010051250457764,4/2,近期多次涨停,互联网服
95,600198,大唐电信,10.009624481201172,11.43,11.43,904142768,14881286259.72,14900188416.48,6.146960258483887,0.0,是,0.6911764144897461,1/1,60日新高,通信设备
96,002195,岩山科技,10.008339881896973,13.19,13.19,25019458048,73880641981.28,74794615490.56,34.4720344543457,0.07587253302335739,是,1.383522391319275,8/5,60日新高且近期多次涨停,互联网服
97,603000,人民网,10.00784969329834,28.03,28.03,2987301184,30992520299.68,30992520299.68,9.921249389648438,0.0,是,3.964977741241455,3/3,60日新高且近期多次涨停,文化传媒
98,605118,力鼎光电,10.006082534790039,36.17,36.17,358888112,14725385720.0,14854440280.0,2.457758665084839,0.0,是,3.302382707595825,1/1,60日新高,光学光电
99,001255,博菲电气,10.00482177734375,45.63,45.63,414497248,3242285280.0,3944721895.92,12.96912670135498,0.0,是,1.6860593557357788,7/4,60日新高且近期多次涨停,化学原料
100,603929,亚翔集成,10.003170013427734,138.78,138.78,611966256,29610100800.0,29610100800.0,2.1093859672546387,0.0,是,0.5298408269882202,1/1,60日新高,装修装饰
101,002290,禾盛新材,10.001858711242676,59.17,59.17,695358128,14638093222.35,14680806566.1,4.918474197387695,0.0,是,2.017406940460205,1/1,60日新高,家电行业
102,002353,杰瑞股份,10.001307487487793,84.14,84.14,2338264880,58329540904.6,86147230377.6,4.156513214111328,0.0,是,1.8136004209518433,1/1,60日新高,专用设备
103,000591,太阳能,10.0,5.06,5.06,1994337776,19853120855.26,19857679029.76,10.260939598083496,0.0,是,6.877053260803223,1/1,60日新高,电力行业
104,002181,粤 传 媒,10.0,11.55,11.55,2055081136,13103708090.550001,13410221932.800001,16.23056983947754,0.0,否,1.896498680114746,4/3,近期多次涨停,文化传媒
105,002219,新里程,10.0,2.75,2.75,201025767,8998120230.0,9315299840.0,2.234086275100708,0.0,是,0.7458934783935547,2/2,60日新高且近期多次涨停,医疗服务
106,002465,海格通信,10.0,26.62,26.62,17005413888,65961354841.58,66066419802.240005,25.9121036529541,0.0,是,1.3683454990386963,11/6,60日新高且近期多次涨停,通信设备
107,601106,中国一重,10.0,6.6,6.6,5460091136,45261367318.2,45261368064.0,12.509766578674316,0.0,是,2.0827877521514893,6/5,60日新高且近期多次涨停,专用设备
108,603179,新泉股份,10.0,91.96,91.96,832447360,46912648480.28,46912648020.479996,1.782890796661377,0.0,是,0.42184749245643616,4/2,60日新高且近期多次涨停,汽车零部
109,603778,国晟科技,10.0,27.72,27.72,1897288688,17819999976.239998,18202119788.16,10.927038192749023,0.0,是,0.926923930644989,8/5,60日新高且近期多次涨停,光伏设备
110,605255,天普股份,10.0,194.26,194.26,1196719344,26046380800.0,26046380800.0,4.967820167541504,0.0,否,3.4856951236724854,7/4,近期多次涨停,汽车零部
111,002281,光迅科技,9.998573303222656,77.12,77.12,6271063040,60113293926.08,62210834611.200005,10.83138656616211,0.0,是,1.868788480758667,1/1,60日新高,通信设备
112,001400,江顺科技,9.997261047363281,120.48,120.48,593503728,1807200000.0,7228800000.0,33.928165435791016,0.0,否,1.1284140348434448,7/5,近期多次涨停,通用设备
113,603888,新华网,9.996283531188965,29.6,29.6,2256984512,19972249772.8,19972250009.600002,11.68819522857666,0.0,是,2.503776788711548,3/3,60日新高且近期多次涨停,文化传媒
114,002718,友邦吊顶,9.995186805725098,68.56,68.56,511440640,3736923818.4,8874943156.24,14.04233169555664,0.0,是,0.7516322135925293,10/8,60日新高且近期多次涨停,装修建材
115,002115,三维通信,9.994385719299316,19.59,19.59,148909761,14735510471.88,15887320115.52,1.0105503797531128,0.0,是,0.059834931045770645,4/4,60日新高且近期多次涨停,互联网服
116,003007,直真科技,9.99263858795166,59.77,59.77,1481197264,4296724003.72,6085781400.0,35.193939208984375,0.0,是,3.1349267959594727,14/7,60日新高且近期多次涨停,软件开发
117,002609,捷顺科技,9.990917205810547,12.11,12.11,915852784,5563336313.009999,7792044449.28,16.8170166015625,0.0,是,2.7035441398620605,1/1,60日新高,互联网服
118,002707,众信旅游,9.986684799194336,8.26,8.26,957707328,6816211678.5,8117226230.4,14.27323055267334,0.0,是,3.355619430541992,1/1,60日新高,旅游酒店
119,002044,美年健康,9.986504554748535,8.15,8.15,2606516992,31574955160.050003,31901169448.0,8.257296562194824,0.0,是,2.2285356521606445,4/4,60日新高且近期多次涨停,医疗服务
120,603458,勘设股份,9.983221054077148,13.11,13.11,268168445,4013292378.54,4013292352.3199997,6.784502029418945,0.0,是,0.9090054035186768,1/1,60日新高,工程咨询
121,000593,德龙汇能,9.981048583984375,17.41,17.41,1239114384,6241191972.29,6243765849.28,20.331432342529297,0.0,是,2.4084181785583496,3/3,60日新高且近期多次涨停,燃气
122,002519,银河电子,9.980806350708008,11.46,11.46,5020549632,12821281383.060001,12908898068.160002,40.50547790527344,0.0,否,2.811682939529419,8/7,近期多次涨停,通信设备
123,002716,湖南白银,9.977827072143555,9.92,9.92,3804724736,23062553961.6,28005039308.8,16.76235580444336,0.0,是,1.192512035369873,1/1,60日新高,贵金属
124,002446,盛路通信,9.975268363952637,13.34,13.34,3298020896,11309349128.64,12211645811.52,29.58336067199707,0.0,否,1.476889729499817,3/2,近期多次涨停,通信设备
125,600785,新华百货,9.971712112426758,15.55,15.55,208905429,3508566404.0,3508566404.0,6.036266326904297,0.0,是,1.2202978134155273,1/1,60日新高,商业百货
126,002153,石基信息,9.970015525817871,14.67,14.67,252494641,23468535004.68,40037273632.8,1.0758857727050781,0.0,是,0.1988023817539215,1/1,60日新高,软件开发
127,002131,利欧股份,9.966776847839355,9.93,9.93,5945084928,58087757751.06,67243763642.88,10.463186264038086,0.0,是,0.726215124130249,9/6,60日新高且近期多次涨停,互联网服
128,600724,宁波富达,9.966776847839355,6.62,6.62,147266821,9565520435.68,9567495896.64,1.5766150951385498,0.0,是,1.2629897594451904,1/1,60日新高,房地产开
129,002361,神剑股份,9.951457023620605,18.12,18.13,5417050368,14661308470.08,17232753765.120003,37.98908996582031,-0.055157195776700974,是,1.0269808769226074,18/10,60日新高且近期多次涨停,塑料制品
130,000516,国际医学,9.946714401245117,6.19,6.19,2722243968,13648060305.11,13858770894.880001,20.24163818359375,0.0,是,2.541185140609741,8/4,60日新高且近期多次涨停,医疗服务
131,002218,拓日新能,9.935205459594727,5.09,5.09,407286656,7087307087.41,7192274568.96,5.835363388061523,0.0,是,0.4725542664527893,1/1,60日新高,光伏设备
132,688258,卓易信息,9.919570922851562,164.0,179.04,2988499392,19867326868.0,19867326868.0,14.933526039123535,0.0,是,1.7738152742385864,0/0,60日新高,互联网服
133,601992,金隅集团,9.85915470123291,2.34,2.34,1665007392,19501930337.76,24985984757.76,8.586209297180176,0.0,是,4.2624897956848145,3/3,60日新高且近期多次涨停,水泥建材
134,600676,交运股份,9.854015350341797,9.03,9.04,1367042400,9287291284.32,9287291284.32,14.969301223754883,-0.11061947047710419,是,7.879153728485107,4/3,60日新高且近期多次涨停,汽车零部
135,002354,天娱数科,9.819121360778809,8.5,8.51,4655653632,13820415871.5,14063979504.0,34.262245178222656,0.0,是,2.4512875080108643,0/0,60日新高,互联网服
136,688560,明冠新材,9.768786430358887,18.99,20.76,464526848,3822723422.8199997,3822723422.8199997,12.445124626159668,0.0,是,2.059277296066284,0/0,60日新高,光伏设备
137,603215,比依股份,9.173871994018555,22.73,22.9,549027616,4255701077.4,4271865994.23,13.014171600341797,0.22045855224132538,是,3.475625991821289,0/0,60日新高,家电行业
138,301012,扬电科技,9.114015579223633,30.05,33.05,920356544,5918652868.1,5918652868.1,15.578591346740723,0.0,是,3.009925127029419,0/0,60日新高,电网设备
139,002842,翔鹭钨业,9.090909004211426,17.4,17.55,1287382560,4671244176.599999,5692800038.4,27.67104721069336,0.0,是,1.537360429763794,0/0,60日新高,小金属
140,300925,法本信息,8.990200996398926,25.58,28.16,1657381744,8941389570.539999,10966374787.519999,18.854402542114258,0.0,是,2.1767361164093018,0/0,60日新高,软件开发
141,301299,卓创资讯,8.948043823242188,67.94,74.83,675559936,4102255246.4,4102255246.4,16.4292049407959,0.0,是,3.1517813205718994,0/0,60日新高,互联网服
142,300349,金卡智能,8.921161651611328,21.0,23.14,1224513088,7755439881.0,8761479552.0,16.371017456054688,0.0,是,1.689162015914917,0/0,60日新高,仪器仪表
143,601858,中国科传,8.856755256652832,24.09,24.34,1349887760,19043145000.0,19043145000.0,7.1980743408203125,0.0,是,2.688734531402588,0/0,60日新高,文化传媒
144,301231,荣信文化,8.641975402832031,48.4,53.46,865008080,2608723700.0,4084960000.0,33.45484161376953,0.0,是,1.1847643852233887,0/0,60日新高,文化传媒
145,000960,锡业股份,8.6071138381958,40.0,40.51,2737994736,65832078080.0,65832078080.0,4.241943836212158,0.025006253272294998,是,1.120209813117981,0/0,60日新高,小金属
146,603225,新凤鸣,8.531044960021973,21.5,21.79,569058256,32585562174.5,32777946432.0,1.7751020193099976,0.04653327167034149,是,1.8261005878448486,0/0,60日新高,化纤行业
147,301101,明月镜片,8.448753356933594,46.98,51.98,830229344,8969273613.0,9467038458.0,9.145517349243164,0.0,是,2.93074893951416,0/0,60日新高,家用轻工
148,688618,三旺通信,8.4344482421875,36.64,40.55,277529424,4032153150.7200003,4037201483.2000003,6.970694065093994,0.0,是,1.3221101760864258,0/0,60日新高,通信设备
149,001260,坤泰股份,8.356040000915527,23.86,24.22,422169392,757555000.0,2743900000.0,57.90529251098633,0.0,是,6.080086708068848,2/1,60日新高,汽车零部
150,300617,安靠智电,8.283870697021484,41.96,46.5,1097795264,5897869948.36,7022432145.76,18.051517486572266,0.0,是,4.193234443664551,0/0,60日新高,电网设备
151,603309,维力医疗,8.258928298950195,14.55,14.78,434998656,4246729131.9,4246729219.2000003,10.301231384277344,0.0,是,1.9069883823394775,0/0,60日新高,医疗器械
152,600126,杭钢股份,8.11724853515625,9.59,9.76,2772078128,32387243305.97,32387243353.92,8.619494438171387,-0.1041666716337204,是,3.400472402572632,0/0,60日新高,钢铁行业
153,603171,税友股份,8.012194633483887,88.57,90.2,1439792448,35949677300.0,35989977358.56,4.020412445068359,-0.4607776999473572,是,1.6203880310058594,4/2,60日新高且近期多次涨停,互联网服
154,603130,云中马,8.001410484313965,61.28,62.41,257483803,8426870176.0,8426870176.0,3.1302220821380615,-0.032626427710056305,是,1.0538358688354492,0/0,60日新高,纺织服装
155,600498,烽火通信,7.987364292144775,47.86,48.75,16678136576,60859802884.159996,65001895975.68,28.442649841308594,0.0,是,1.7697306871414185,0/0,60日新高,通信设备
156,601900,南方传媒,7.9686479568481445,16.53,16.84,1247722704,14578965653.820002,14578965686.880001,8.699237823486328,0.06053268909454346,是,2.491426706314087,0/0,60日新高,文化传媒
157,688777,中控技术,7.9500555992126465,68.3,75.92,5996925440,53494046481.2,54038244216.0,10.971954345703125,0.0,是,2.06087589263916,0/0,60日新高,软件开发
158,300432,富临精工,7.918673038482666,20.17,22.43,4456376576,34098508287.47,34485864040.8,12.662446975708008,0.0,是,2.54536771774292,0/0,60日新高,汽车零部
159,300444,双杰电气,7.9051384925842285,13.65,15.18,3083573936,8482747441.35,10901232451.2,38.90736770629883,0.0,是,2.3060600757598877,0/0,60日新高,电网设备
160,603285,键邦股份,7.8895463943481445,27.35,27.89,380167552,1703816933.0,4376000000.0,22.271547317504883,-0.10956902801990509,是,4.886132717132568,0/0,60日新高,化学制品
161,002223,鱼跃医疗,7.838479995727539,45.4,46.31,2240687360,42683180645.6,45512452531.2,5.284489631652832,0.06612298637628555,是,2.495835542678833,0/0,60日新高,医疗器械
162,605588,冠石科技,7.799185276031494,58.19,59.38,370599088,4253663454.5899997,4275114616.19,8.895902633666992,0.0,是,1.7722573280334473,0/0,60日新高,半导体
