序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
32,002268,电科网安,9.898241996765137,23.76,23.78,2022315632,20084278294.08,20092313260.800003,10.28738784790039,0.0,135421,15,0/0,5.642923355102539,软件开发
33,000925,众合科技,6.182212829589844,9.79,10.14,1146139744,6591061775.32,6621660890.24,17.409496307373047,0.0,135433,4,0/0,9.544468879699707,交运设备
34,002223,鱼跃医疗,7.656095027923584,43.45,44.4,1505548688,40849872225.8,43557622521.600006,3.7514469623565674,-0.06899724155664444,140724,2,0/0,9.291378021240234,医疗器械
35,002940,昂利康,7.868303298950195,38.66,39.42,978562480,7162749554.219999,7798811670.759999,13.918665885925293,-0.051706306636333466,141712,2,0/0,11.188615798950195,化学制药
36,301218,华是科技,17.1451358795166,29.38,30.1,569651744,2058622401.6799998,3350495200.0,28.463481903076172,0.0,141818,1,0/0,17.0255184173584,软件开发
37,002555,三七互娱,9.050934791564941,29.76,30.02,6371616512,47585266639.68,65836193356.8,13.674653053283691,0.0,142000,7,0/0,9.014291763305664,游戏
38,920640,富士达,21.7391300201416,56.0,59.8,1365969552,10113725160.0,10512768000.0,14.30185317993164,0.2147458791732788,142209,1,0/0,25.65217399597168,通信设备
39,002609,捷顺科技,8.273009300231934,10.47,10.64,504747840,4809919999.77,6736804738.56,10.692119598388672,0.0,142248,1,0/0,9.410548210144043,互联网服
40,605598,上海港湾,7.718550205230713,75.78,77.39,1364365680,18415813786.02,18534636826.02,7.550105094909668,0.0,142738,1,0/0,11.840795516967773,工程建设
41,600775,南京熊猫,7.244785785675049,19.54,20.04,4370537216,13127724856.66,17856404837.12,33.907981872558594,0.0,142922,2,6/4,10.318331718444824,通信设备
42,002462,嘉事堂,6.3314714431762695,17.13,17.72,732719776,4992888277.469999,4996942965.599999,15.136314392089844,0.0,143139,2,6/3,11.731843948364258,医药商业
43,002338,奥普光电,8.241670608520508,67.9,69.0,1503622688,16296000000.000002,16296000000.000002,9.567647933959961,-0.07358351349830627,143845,2,0/0,11.956002235412598,仪器仪表
44,603938,三孚股份,5.063291072845459,26.56,27.81,1279182800,10162506640.32,10162506613.76,12.883767127990723,-0.03763643279671669,144035,6,3/2,15.308544158935547,化学制品
45,301270,汉仪股份,16.550174713134766,46.69,48.07,957208640,4411870886.36,4669000000.0,22.907983779907227,0.0,144039,1,0/0,20.56914520263672,互联网服
46,002177,御银股份,5.982905864715576,9.92,10.3,2994670000,6695196112.96,7551017656.32,45.74055862426758,0.10090817511081696,144406,3,0/0,13.354701042175293,计算机设
47,000561,烽火电子,7.418622016906738,14.19,14.53,1663565936,10165660956.99,12260418825.6,16.817590713500977,0.0,144433,1,0/0,10.825132369995117,通信设备
48,300442,润泽科技,20.0,83.04,83.04,9496293632,135220177873.44002,135715889886.72002,7.6372599601745605,0.0,145000,3,0/0,18.554914474487305,互联网服
